Migration Rate,Year,Area Code,Area Name,Age,Total Pop
2000-2010,2015,265,Kerr,2,579
2000-2010,2015,265,Kerr,3,573
2000-2010,2015,265,Kerr,4,560
2000-2010,2015,267,Kimble,0,48
2000-2010,2015,267,Kimble,1,47
2000-2010,2015,267,Kimble,2,47
2000-2010,2015,267,Kimble,3,44
2000-2010,2015,267,Kimble,4,45
2000-2010,2015,269,King,0,2
2000-2010,2015,269,King,1,2
2000-2010,2015,269,King,2,2
2000-2010,2015,269,King,3,2
2000-2010,2015,269,King,4,1
2000-2010,2015,271,Kinney,0,43
2000-2010,2015,271,Kinney,1,45
2000-2010,2015,271,Kinney,2,42
2000-2010,2015,271,Kinney,3,41
2000-2010,2015,271,Kinney,4,37
2000-2010,2015,273,Kleberg,0,540
2000-2010,2015,273,Kleberg,1,538
2000-2010,2015,273,Kleberg,2,537
2000-2010,2015,273,Kleberg,3,537
2000-2010,2015,273,Kleberg,4,530
2000-2010,2015,275,Knox,0,53
2000-2010,2015,275,Knox,1,51
2000-2010,2015,275,Knox,2,51
2000-2010,2015,275,Knox,3,50
2000-2010,2015,275,Knox,4,50
2000-2010,2015,277,Lamar,0,656
2000-2010,2015,277,Lamar,1,655
2000-2010,2015,277,Lamar,2,659
2000-2010,2015,277,Lamar,3,664
2000-2010,2015,277,Lamar,4,670
2000-2010,2015,279,Lamb,0,224
2000-2010,2015,279,Lamb,1,224
2000-2010,2015,279,Lamb,2,220
2000-2010,2015,279,Lamb,3,218
2000-2010,2015,279,Lamb,4,213
2000-2010,2015,281,Lampasas,0,268
2000-2010,2015,281,Lampasas,1,264
2000-2010,2015,281,Lampasas,2,262
2000-2010,2015,281,Lampasas,3,256
2000-2010,2015,281,Lampasas,4,262
2000-2010,2015,283,La Salle,0,109
2000-2010,2015,283,La Salle,1,103
2000-2010,2015,283,La Salle,2,101
2000-2010,2015,283,La Salle,3,100
2000-2010,2015,283,La Salle,4,92
2000-2010,2015,285,Lavaca,0,199
2000-2010,2015,285,Lavaca,1,200
2000-2010,2015,285,Lavaca,2,199
2000-2010,2015,285,Lavaca,3,203
2000-2010,2015,285,Lavaca,4,203
2000-2010,2015,287,Lee,0,210
2000-2010,2015,287,Lee,1,206
2000-2010,2015,287,Lee,2,197
2000-2010,2015,287,Lee,3,198
2000-2010,2015,287,Lee,4,193
2000-2010,2015,289,Leon,0,218
2000-2010,2015,289,Leon,1,215
2000-2010,2015,289,Leon,2,211
2000-2010,2015,289,Leon,3,211
2000-2010,2015,289,Leon,4,203
2000-2010,2015,291,Liberty,0,"1,105"
2000-2010,2015,291,Liberty,1,"1,099"
2000-2010,2015,291,Liberty,2,"1,098"
2000-2010,2015,291,Liberty,3,"1,092"
2000-2010,2015,291,Liberty,4,"1,102"
2000-2010,2015,293,Limestone,0,325
2000-2010,2015,293,Limestone,1,321
2000-2010,2015,293,Limestone,2,322
2000-2010,2015,293,Limestone,3,322
2000-2010,2015,293,Limestone,4,317
2000-2010,2015,295,Lipscomb,0,45
2000-2010,2015,295,Lipscomb,1,45
2000-2010,2015,295,Lipscomb,2,44
2000-2010,2015,295,Lipscomb,3,42
2000-2010,2015,295,Lipscomb,4,41
2000-2010,2015,297,Live Oak,0,129
2000-2010,2015,297,Live Oak,1,123
2000-2010,2015,297,Live Oak,2,121
2000-2010,2015,297,Live Oak,3,118
2000-2010,2015,297,Live Oak,4,115
2000-2010,2015,299,Llano,0,170
2000-2010,2015,299,Llano,1,166
2000-2010,2015,299,Llano,2,166
2000-2010,2015,299,Llano,3,163
2000-2010,2015,299,Llano,4,158
2000-2010,2015,301,Loving,0,0
2000-2010,2015,301,Loving,1,0
2000-2010,2015,301,Loving,2,0
2000-2010,2015,301,Loving,3,0
2000-2010,2015,301,Loving,4,0
2000-2010,2015,303,Lubbock,0,"4,567"
2000-2010,2015,303,Lubbock,1,"4,536"
2000-2010,2015,303,Lubbock,2,"4,512"
2000-2010,2015,303,Lubbock,3,"4,479"
2000-2010,2015,303,Lubbock,4,"4,442"
2000-2010,2015,305,Lynn,0,88
2000-2010,2015,305,Lynn,1,88
2000-2010,2015,305,Lynn,2,86
2000-2010,2015,305,Lynn,3,84
2000-2010,2015,305,Lynn,4,80
2000-2010,2015,307,McCulloch,0,103
2000-2010,2015,307,McCulloch,1,100
2000-2010,2015,307,McCulloch,2,96
2000-2010,2015,307,McCulloch,3,94
2000-2010,2015,307,McCulloch,4,93
2000-2010,2015,309,McLennan,0,"3,611"
2000-2010,2015,309,McLennan,1,"3,578"
2000-2010,2015,309,McLennan,2,"3,560"
2000-2010,2015,309,McLennan,3,"3,525"
2000-2010,2015,309,McLennan,4,"3,516"
2000-2010,2015,311,McMullen,0,10
2000-2010,2015,311,McMullen,1,10
2000-2010,2015,311,McMullen,2,10
2000-2010,2015,311,McMullen,3,10
2000-2010,2015,311,McMullen,4,10
2000-2010,2015,313,Madison,0,169
2000-2010,2015,313,Madison,1,168
2000-2010,2015,313,Madison,2,163
2000-2010,2015,313,Madison,3,159
2000-2010,2015,313,Madison,4,156
2000-2010,2015,315,Marion,0,108
2000-2010,2015,315,Marion,1,108
2000-2010,2015,315,Marion,2,106
2000-2010,2015,315,Marion,3,106
2000-2010,2015,315,Marion,4,108
2000-2010,2015,317,Martin,0,84
2000-2010,2015,317,Martin,1,83
2000-2010,2015,317,Martin,2,81
2000-2010,2015,317,Martin,3,81
2000-2010,2015,317,Martin,4,77
2000-2010,2015,319,Mason,0,37
2000-2010,2015,319,Mason,1,36
2000-2010,2015,319,Mason,2,37
2000-2010,2015,319,Mason,3,37
2000-2010,2015,319,Mason,4,36
2000-2010,2015,321,Matagorda,0,545
2000-2010,2015,321,Matagorda,1,543
2000-2010,2015,321,Matagorda,2,543
2000-2010,2015,321,Matagorda,3,544
2000-2010,2015,321,Matagorda,4,538
2000-2010,2015,323,Maverick,0,"1,145"
2000-2010,2015,323,Maverick,1,"1,128"
2000-2010,2015,323,Maverick,2,"1,112"
2000-2010,2015,323,Maverick,3,"1,092"
2000-2010,2015,323,Maverick,4,"1,069"
2000-2010,2015,325,Medina,0,609
2000-2010,2015,325,Medina,1,593
2000-2010,2015,325,Medina,2,582
2000-2010,2015,325,Medina,3,573
2000-2010,2015,325,Medina,4,567
2000-2010,2015,327,Menard,0,20
2000-2010,2015,327,Menard,1,21
2000-2010,2015,327,Menard,2,22
2000-2010,2015,327,Menard,3,22
2000-2010,2015,327,Menard,4,23
2000-2010,2015,329,Midland,0,"2,329"
2000-2010,2015,329,Midland,1,"2,312"
2000-2010,2015,329,Midland,2,"2,288"
2000-2010,2015,329,Midland,3,"2,253"
2000-2010,2015,329,Midland,4,"2,225"
2000-2010,2015,331,Milam,0,356
2000-2010,2015,331,Milam,1,350
2000-2010,2015,331,Milam,2,343
2000-2010,2015,331,Milam,3,336
2000-2010,2015,331,Milam,4,331
2000-2010,2015,333,Mills,0,56
2000-2010,2015,333,Mills,1,54
2000-2010,2015,333,Mills,2,53
2000-2010,2015,333,Mills,3,52
2000-2010,2015,333,Mills,4,50
2000-2010,2015,335,Mitchell,0,99
2000-2010,2015,335,Mitchell,1,96
2000-2010,2015,335,Mitchell,2,96
2000-2010,2015,335,Mitchell,3,96
2000-2010,2015,335,Mitchell,4,97
2000-2010,2015,337,Montague,0,241
2000-2010,2015,337,Montague,1,242
2000-2010,2015,337,Montague,2,242
2000-2010,2015,337,Montague,3,239
2000-2010,2015,337,Montague,4,246
2000-2010,2015,339,Montgomery,0,"6,969"
2000-2010,2015,339,Montgomery,1,"6,805"
2000-2010,2015,339,Montgomery,2,"6,659"
2000-2010,2015,339,Montgomery,3,"6,552"
2000-2010,2015,339,Montgomery,4,"6,524"
2000-2010,2015,341,Moore,0,418
2000-2010,2015,341,Moore,1,416
2000-2010,2015,341,Moore,2,415
2000-2010,2015,341,Moore,3,415
2000-2010,2015,341,Moore,4,411
2000-2010,2015,343,Morris,0,177
2000-2010,2015,343,Morris,1,175
2000-2010,2015,343,Morris,2,171
2000-2010,2015,343,Morris,3,171
2000-2010,2015,343,Morris,4,169
2000-2010,2015,345,Motley,0,11
2000-2010,2015,345,Motley,1,11
2000-2010,2015,345,Motley,2,11
2000-2010,2015,345,Motley,3,11
2000-2010,2015,345,Motley,4,11
2000-2010,2015,347,Nacogdoches,0,"1,129"
2000-2010,2015,347,Nacogdoches,1,"1,133"
2000-2010,2015,347,Nacogdoches,2,"1,142"
2000-2010,2015,347,Nacogdoches,3,"1,153"
2000-2010,2015,347,Nacogdoches,4,"1,158"
2000-2010,2015,349,Navarro,0,719
2000-2010,2015,349,Navarro,1,713
2000-2010,2015,349,Navarro,2,709
2000-2010,2015,349,Navarro,3,704
2000-2010,2015,349,Navarro,4,703
2000-2010,2015,351,Newton,0,164
2000-2010,2015,351,Newton,1,165
2000-2010,2015,351,Newton,2,163
2000-2010,2015,351,Newton,3,162
2000-2010,2015,351,Newton,4,155
2000-2010,2015,353,Nolan,0,212
2000-2010,2015,353,Nolan,1,206
2000-2010,2015,353,Nolan,2,205
2000-2010,2015,353,Nolan,3,206
2000-2010,2015,353,Nolan,4,196
2000-2010,2015,355,Nueces,0,"5,148"
2000-2010,2015,355,Nueces,1,"5,076"
2000-2010,2015,355,Nueces,2,"5,012"
2000-2010,2015,355,Nueces,3,"4,940"
2000-2010,2015,355,Nueces,4,"4,878"
2000-2010,2015,357,Ochiltree,0,192
2000-2010,2015,357,Ochiltree,1,186
2000-2010,2015,357,Ochiltree,2,188
2000-2010,2015,357,Ochiltree,3,187
2000-2010,2015,357,Ochiltree,4,185
2000-2010,2015,359,Oldham,0,28
2000-2010,2015,359,Oldham,1,24
2000-2010,2015,359,Oldham,2,23
2000-2010,2015,359,Oldham,3,24
2000-2010,2015,359,Oldham,4,22
2000-2010,2015,361,Orange,0,"1,023"
2000-2010,2015,361,Orange,1,"1,033"
2000-2010,2015,361,Orange,2,"1,054"
2000-2010,2015,361,Orange,3,"1,065"
2000-2010,2015,361,Orange,4,"1,095"
2000-2010,2015,363,Palo Pinto,0,380
2000-2010,2015,363,Palo Pinto,1,379
2000-2010,2015,363,Palo Pinto,2,376
2000-2010,2015,363,Palo Pinto,3,376
2000-2010,2015,363,Palo Pinto,4,374
2000-2010,2015,365,Panola,0,286
2000-2010,2015,365,Panola,1,285
2000-2010,2015,365,Panola,2,288
2000-2010,2015,365,Panola,3,289
2000-2010,2015,365,Panola,4,293
2000-2010,2015,367,Parker,0,"1,437"
2000-2010,2015,367,Parker,1,"1,405"
2000-2010,2015,367,Parker,2,"1,379"
2000-2010,2015,367,Parker,3,"1,363"
2000-2010,2015,367,Parker,4,"1,376"
2000-2010,2015,369,Parmer,0,164
2000-2010,2015,369,Parmer,1,165
2000-2010,2015,369,Parmer,2,167
2000-2010,2015,369,Parmer,3,169
2000-2010,2015,369,Parmer,4,180
2000-2010,2015,371,Pecos,0,243
2000-2010,2015,371,Pecos,1,243
2000-2010,2015,371,Pecos,2,242
2000-2010,2015,371,Pecos,3,238
2000-2010,2015,371,Pecos,4,232
2000-2010,2015,373,Polk,0,533
2000-2010,2015,373,Polk,1,528
2000-2010,2015,373,Polk,2,523
2000-2010,2015,373,Polk,3,521
2000-2010,2015,373,Polk,4,512
2000-2010,2015,375,Potter,0,"2,068"
2000-2010,2015,375,Potter,1,"2,054"
2000-2010,2015,375,Potter,2,"2,040"
2000-2010,2015,375,Potter,3,"2,026"
2000-2010,2015,375,Potter,4,"2,014"
2000-2010,2015,377,Presidio,0,134
2000-2010,2015,377,Presidio,1,131
2000-2010,2015,377,Presidio,2,128
2000-2010,2015,377,Presidio,3,126
2000-2010,2015,377,Presidio,4,119
2000-2010,2015,379,Rains,0,122
2000-2010,2015,379,Rains,1,120
2000-2010,2015,379,Rains,2,118
2000-2010,2015,379,Rains,3,116
2000-2010,2015,379,Rains,4,114
2000-2010,2015,381,Randall,0,"1,560"
2000-2010,2015,381,Randall,1,"1,576"
2000-2010,2015,381,Randall,2,"1,586"
2000-2010,2015,381,Randall,3,"1,606"
2000-2010,2015,381,Randall,4,"1,663"
2000-2010,2015,383,Reagan,0,54
2000-2010,2015,383,Reagan,1,53
2000-2010,2015,383,Reagan,2,53
2000-2010,2015,383,Reagan,3,51
2000-2010,2015,383,Reagan,4,53
2000-2010,2015,385,Real,0,39
2000-2010,2015,385,Real,1,37
2000-2010,2015,385,Real,2,35
2000-2010,2015,385,Real,3,34
2000-2010,2015,385,Real,4,31
2000-2010,2015,387,Red River,0,153
2000-2010,2015,387,Red River,1,157
2000-2010,2015,387,Red River,2,155
2000-2010,2015,387,Red River,3,155
2000-2010,2015,387,Red River,4,152
2000-2010,2015,389,Reeves,0,177
2000-2010,2015,389,Reeves,1,172
2000-2010,2015,389,Reeves,2,171
2000-2010,2015,389,Reeves,3,165
2000-2010,2015,389,Reeves,4,157
2000-2010,2015,391,Refugio,0,100
2000-2010,2015,391,Refugio,1,98
2000-2010,2015,391,Refugio,2,99
2000-2010,2015,391,Refugio,3,97
2000-2010,2015,391,Refugio,4,93
2000-2010,2015,393,Roberts,0,12
2000-2010,2015,393,Roberts,1,13
2000-2010,2015,393,Roberts,2,13
2000-2010,2015,393,Roberts,3,13
2000-2010,2015,393,Roberts,4,12
2000-2010,2015,395,Robertson,0,219
2000-2010,2015,395,Robertson,1,218
2000-2010,2015,395,Robertson,2,215
2000-2010,2015,395,Robertson,3,214
2000-2010,2015,395,Robertson,4,206
2000-2010,2015,397,Rockwall,0,958
2000-2010,2015,397,Rockwall,1,944
2000-2010,2015,397,Rockwall,2,950
2000-2010,2015,397,Rockwall,3,962
2000-2010,2015,397,Rockwall,4,985
2000-2010,2015,399,Runnels,0,134
2000-2010,2015,399,Runnels,1,132
2000-2010,2015,399,Runnels,2,130
2000-2010,2015,399,Runnels,3,130
2000-2010,2015,399,Runnels,4,130
2000-2010,2015,401,Rusk,0,689
2000-2010,2015,401,Rusk,1,685
2000-2010,2015,401,Rusk,2,680
2000-2010,2015,401,Rusk,3,678
2000-2010,2015,401,Rusk,4,676
2000-2010,2015,403,Sabine,0,115
2000-2010,2015,403,Sabine,1,111
2000-2010,2015,403,Sabine,2,109
2000-2010,2015,403,Sabine,3,107
2000-2010,2015,403,Sabine,4,106
2000-2010,2015,405,San Augustine,0,105
2000-2010,2015,405,San Augustine,1,104
2000-2010,2015,405,San Augustine,2,102
2000-2010,2015,405,San Augustine,3,104
2000-2010,2015,405,San Augustine,4,97
2000-2010,2015,407,San Jacinto,0,306
2000-2010,2015,407,San Jacinto,1,301
2000-2010,2015,407,San Jacinto,2,294
2000-2010,2015,407,San Jacinto,3,289
2000-2010,2015,407,San Jacinto,4,288
2000-2010,2015,409,San Patricio,0,"1,090"
2000-2010,2015,409,San Patricio,1,"1,083"
2000-2010,2015,409,San Patricio,2,"1,079"
2000-2010,2015,409,San Patricio,3,"1,076"
2000-2010,2015,409,San Patricio,4,"1,065"
2000-2010,2015,411,San Saba,0,67
2000-2010,2015,411,San Saba,1,65
2000-2010,2015,411,San Saba,2,64
2000-2010,2015,411,San Saba,3,62
2000-2010,2015,411,San Saba,4,58
2000-2010,2015,413,Schleicher,0,47
2000-2010,2015,413,Schleicher,1,46
2000-2010,2015,413,Schleicher,2,48
2000-2010,2015,413,Schleicher,3,47
2000-2010,2015,413,Schleicher,4,47
2000-2010,2015,415,Scurry,0,250
2000-2010,2015,415,Scurry,1,246
2000-2010,2015,415,Scurry,2,244
2000-2010,2015,415,Scurry,3,243
2000-2010,2015,415,Scurry,4,245
2000-2010,2015,417,Shackelford,0,44
2000-2010,2015,417,Shackelford,1,42
2000-2010,2015,417,Shackelford,2,40
2000-2010,2015,417,Shackelford,3,37
2000-2010,2015,417,Shackelford,4,36
2000-2010,2015,419,Shelby,0,378
2000-2010,2015,419,Shelby,1,377
2000-2010,2015,419,Shelby,2,371
2000-2010,2015,419,Shelby,3,370
2000-2010,2015,419,Shelby,4,365
2000-2010,2015,421,Sherman,0,44
2000-2010,2015,421,Sherman,1,41
2000-2010,2015,421,Sherman,2,39
2000-2010,2015,421,Sherman,3,39
2000-2010,2015,421,Sherman,4,37
2000-2010,2015,423,Smith,0,"3,202"
2000-2010,2015,423,Smith,1,"3,172"
2000-2010,2015,423,Smith,2,"3,123"
2000-2010,2015,423,Smith,3,"3,087"
2000-2010,2015,423,Smith,4,"3,034"
2000-2010,2015,425,Somervell,0,112
2000-2010,2015,425,Somervell,1,107
2000-2010,2015,425,Somervell,2,105
2000-2010,2015,425,Somervell,3,99
2000-2010,2015,425,Somervell,4,93
2000-2010,2015,427,Starr,0,"1,469"
2000-2010,2015,427,Starr,1,"1,423"
2000-2010,2015,427,Starr,2,"1,377"
2000-2010,2015,427,Starr,3,"1,336"
2000-2010,2015,427,Starr,4,"1,296"
2000-2010,2015,429,Stephens,0,121
2000-2010,2015,429,Stephens,1,117
2000-2010,2015,429,Stephens,2,116
2000-2010,2015,429,Stephens,3,116
2000-2010,2015,429,Stephens,4,118
2000-2010,2015,431,Sterling,0,14
2000-2010,2015,431,Sterling,1,14
2000-2010,2015,431,Sterling,2,15
2000-2010,2015,431,Sterling,3,15
2000-2010,2015,431,Sterling,4,15
2000-2010,2015,433,Stonewall,0,13
2000-2010,2015,433,Stonewall,1,13
2000-2010,2015,433,Stonewall,2,13
2000-2010,2015,433,Stonewall,3,13
2000-2010,2015,433,Stonewall,4,13
2000-2010,2015,435,Sutton,0,59
2000-2010,2015,435,Sutton,1,60
2000-2010,2015,435,Sutton,2,60
2000-2010,2015,435,Sutton,3,58
2000-2010,2015,435,Sutton,4,54
2000-2010,2015,437,Swisher,0,103
2000-2010,2015,437,Swisher,1,104
2000-2010,2015,437,Swisher,2,100
2000-2010,2015,437,Swisher,3,99
2000-2010,2015,437,Swisher,4,96
2000-2010,2015,439,Tarrant,0,"28,644"
2000-2010,2015,439,Tarrant,1,"28,153"
2000-2010,2015,439,Tarrant,2,"27,721"
2000-2010,2015,439,Tarrant,3,"27,332"
2000-2010,2015,439,Tarrant,4,"27,182"
2000-2010,2015,441,Taylor,0,"2,067"
2000-2010,2015,441,Taylor,1,"2,057"
2000-2010,2015,441,Taylor,2,"2,042"
2000-2010,2015,441,Taylor,3,"2,019"
2000-2010,2015,441,Taylor,4,"2,016"
2000-2010,2015,443,Terrell,0,11
2000-2010,2015,443,Terrell,1,12
2000-2010,2015,443,Terrell,2,12
2000-2010,2015,443,Terrell,3,11
2000-2010,2015,443,Terrell,4,11
2000-2010,2015,445,Terry,0,201
2000-2010,2015,445,Terry,1,194
2000-2010,2015,445,Terry,2,196
2000-2010,2015,445,Terry,3,195
2000-2010,2015,445,Terry,4,189
2000-2010,2015,447,Throckmorton,0,16
2000-2010,2015,447,Throckmorton,1,15
2000-2010,2015,447,Throckmorton,2,16
2000-2010,2015,447,Throckmorton,3,15
2000-2010,2015,447,Throckmorton,4,15
2000-2010,2015,449,Titus,0,564
2000-2010,2015,449,Titus,1,557
2000-2010,2015,449,Titus,2,544
2000-2010,2015,449,Titus,3,532
2000-2010,2015,449,Titus,4,526
2000-2010,2015,451,Tom Green,0,"1,611"
2000-2010,2015,451,Tom Green,1,"1,617"
2000-2010,2015,451,Tom Green,2,"1,631"
2000-2010,2015,451,Tom Green,3,"1,640"
2000-2010,2015,451,Tom Green,4,"1,646"
2000-2010,2015,453,Travis,0,"18,412"
2000-2010,2015,453,Travis,1,"18,133"
2000-2010,2015,453,Travis,2,"17,815"
2000-2010,2015,453,Travis,3,"17,450"
2000-2010,2015,453,Travis,4,"17,000"
2000-2010,2015,455,Trinity,0,157
2000-2010,2015,455,Trinity,1,155
2000-2010,2015,455,Trinity,2,151
2000-2010,2015,455,Trinity,3,152
2000-2010,2015,455,Trinity,4,151
2000-2010,2015,457,Tyler,0,220
2000-2010,2015,457,Tyler,1,215
2000-2010,2015,457,Tyler,2,211
2000-2010,2015,457,Tyler,3,210
2000-2010,2015,457,Tyler,4,205
2000-2010,2015,459,Upshur,0,468
2000-2010,2015,459,Upshur,1,461
2000-2010,2015,459,Upshur,2,465
2000-2010,2015,459,Upshur,3,469
2000-2010,2015,459,Upshur,4,484
2000-2010,2015,461,Upton,0,49
2000-2010,2015,461,Upton,1,49
2000-2010,2015,461,Upton,2,47
2000-2010,2015,461,Upton,3,48
2000-2010,2015,461,Upton,4,49
2000-2010,2015,463,Uvalde,0,432
2000-2010,2015,463,Uvalde,1,425
2000-2010,2015,463,Uvalde,2,412
2000-2010,2015,463,Uvalde,3,425
2000-2010,2015,463,Uvalde,4,419
2000-2010,2015,465,Val Verde,0,931
2000-2010,2015,465,Val Verde,1,929
2000-2010,2015,465,Val Verde,2,918
2000-2010,2015,465,Val Verde,3,913
2000-2010,2015,465,Val Verde,4,899
2000-2010,2015,467,Van Zandt,0,611
2000-2010,2015,467,Van Zandt,1,601
2000-2010,2015,467,Van Zandt,2,595
2000-2010,2015,467,Van Zandt,3,591
2000-2010,2015,467,Van Zandt,4,599
2000-2010,2015,469,Victoria,0,"1,333"
2000-2010,2015,469,Victoria,1,"1,320"
2000-2010,2015,469,Victoria,2,"1,301"
2000-2010,2015,469,Victoria,3,"1,278"
2000-2010,2015,469,Victoria,4,"1,293"
2000-2010,2015,471,Walker,0,757
2000-2010,2015,471,Walker,1,758
2000-2010,2015,471,Walker,2,755
2000-2010,2015,471,Walker,3,754
2000-2010,2015,471,Walker,4,743
2000-2010,2015,473,Waller,0,687
2000-2010,2015,473,Waller,1,672
2000-2010,2015,473,Waller,2,657
2000-2010,2015,473,Waller,3,652
2000-2010,2015,473,Waller,4,635
2000-2010,2015,475,Ward,0,167
2000-2010,2015,475,Ward,1,170
2000-2010,2015,475,Ward,2,168
2000-2010,2015,475,Ward,3,165
2000-2010,2015,475,Ward,4,158
2000-2010,2015,477,Washington,0,451
2000-2010,2015,477,Washington,1,445
2000-2010,2015,477,Washington,2,437
2000-2010,2015,477,Washington,3,425
2000-2010,2015,477,Washington,4,410
2000-2010,2015,479,Webb,0,"5,688"
2000-2010,2015,479,Webb,1,"5,562"
2000-2010,2015,479,Webb,2,"5,429"
2000-2010,2015,479,Webb,3,"5,298"
2000-2010,2015,479,Webb,4,"5,151"
2000-2010,2015,481,Wharton,0,587
2000-2010,2015,481,Wharton,1,588
2000-2010,2015,481,Wharton,2,595
2000-2010,2015,481,Wharton,3,595
2000-2010,2015,481,Wharton,4,585
2000-2010,2015,483,Wheeler,0,71
2000-2010,2015,483,Wheeler,1,71
2000-2010,2015,483,Wheeler,2,71
2000-2010,2015,483,Wheeler,3,70
2000-2010,2015,483,Wheeler,4,70
2000-2010,2015,485,Wichita,0,"1,796"
2000-2010,2015,485,Wichita,1,"1,800"
2000-2010,2015,485,Wichita,2,"1,809"
2000-2010,2015,485,Wichita,3,"1,813"
2000-2010,2015,485,Wichita,4,"1,836"
2000-2010,2015,487,Wilbarger,0,207
2000-2010,2015,487,Wilbarger,1,209
2000-2010,2015,487,Wilbarger,2,208
2000-2010,2015,487,Wilbarger,3,209
2000-2010,2015,487,Wilbarger,4,209
2000-2010,2015,489,Willacy,0,423
2000-2010,2015,489,Willacy,1,416
2000-2010,2015,489,Willacy,2,407
2000-2010,2015,489,Willacy,3,397
2000-2010,2015,489,Willacy,4,383
2000-2010,2015,491,Williamson,0,"6,716"
2000-2010,2015,491,Williamson,1,"6,592"
2000-2010,2015,491,Williamson,2,"6,484"
2000-2010,2015,491,Williamson,3,"6,401"
2000-2010,2015,491,Williamson,4,"6,423"
2000-2010,2015,493,Wilson,0,488
2000-2010,2015,493,Wilson,1,480
2000-2010,2015,493,Wilson,2,470
2000-2010,2015,493,Wilson,3,464
2000-2010,2015,493,Wilson,4,466
2000-2010,2015,495,Winkler,0,116
2000-2010,2015,495,Winkler,1,116
2000-2010,2015,495,Winkler,2,114
2000-2010,2015,495,Winkler,3,111
2000-2010,2015,495,Winkler,4,106
2000-2010,2015,497,Wise,0,826
2000-2010,2015,497,Wise,1,807
2000-2010,2015,497,Wise,2,794
2000-2010,2015,497,Wise,3,786
2000-2010,2015,497,Wise,4,787
2000-2010,2015,499,Wood,0,447
2000-2010,2015,499,Wood,1,441
2000-2010,2015,499,Wood,2,436
2000-2010,2015,499,Wood,3,434
2000-2010,2015,499,Wood,4,435
2000-2010,2015,501,Yoakum,0,139
2000-2010,2015,501,Yoakum,1,138
2000-2010,2015,501,Yoakum,2,134
2000-2010,2015,501,Yoakum,3,135
2000-2010,2015,501,Yoakum,4,131
2000-2010,2015,503,Young,0,244
2000-2010,2015,503,Young,1,242
2000-2010,2015,503,Young,2,244
2000-2010,2015,503,Young,3,245
2000-2010,2015,503,Young,4,243
2000-2010,2015,505,Zapata,0,353
2000-2010,2015,505,Zapata,1,348
2000-2010,2015,505,Zapata,2,343
2000-2010,2015,505,Zapata,3,339
2000-2010,2015,505,Zapata,4,329
2000-2010,2015,507,Zavala,0,243
2000-2010,2015,507,Zavala,1,239
2000-2010,2015,507,Zavala,2,233
2000-2010,2015,507,Zavala,3,230
2000-2010,2015,507,Zavala,4,219
